Num params:  62437601
cuda 68
Epoch 4414 2024-05-11 00:08:15.594601 | step 000 Loss: 0.04299357905983925 
Epoch 4415 2024-05-11 00:08:41.410798 | step 000 Loss: 0.042376015335321426 
Epoch 4416 2024-05-11 00:09:07.226834 | step 000 Loss: 0.04117431491613388 
Epoch 4417 2024-05-11 00:09:33.038413 | step 000 Loss: 0.0442056879401207 
Epoch 4418 2024-05-11 00:09:58.855983 | step 000 Loss: 0.0422346293926239 
Epoch 4419 2024-05-11 00:10:24.669166 | step 000 Loss: 0.04146387055516243 
Epoch 4420 2024-05-11 00:10:50.484180 | step 000 Loss: 0.04335751757025719 
Epoch 4421 2024-05-11 00:11:16.294715 | step 000 Loss: 0.04362837225198746 
Epoch 4422 2024-05-11 00:11:42.107390 | step 000 Loss: 0.04078996926546097 
Epoch 4423 2024-05-11 00:12:07.921430 | step 000 Loss: 0.04205581173300743 
Epoch 4424 2024-05-11 00:12:33.732017 | step 000 Loss: 0.04200950264930725 
Epoch 4425 2024-05-11 00:12:59.546025 | step 000 Loss: 0.04185737669467926 
Epoch 4426 2024-05-11 00:13:25.362244 | step 000 Loss: 0.04097871109843254 
Epoch 4427 2024-05-11 00:13:51.176748 | step 000 Loss: 0.04247044771909714 
Epoch 4428 2024-05-11 00:14:16.991249 | step 000 Loss: 0.0425432026386261 
Epoch 4429 2024-05-11 00:14:42.804703 | step 000 Loss: 0.04310557246208191 
Epoch 4430 2024-05-11 00:15:08.607951 | step 000 Loss: 0.04212387651205063 
Epoch 4431 2024-05-11 00:15:34.415670 | step 000 Loss: 0.04159083217382431 
Epoch 4432 2024-05-11 00:16:00.225109 | step 000 Loss: 0.04276181384921074 
Epoch 4433 2024-05-11 00:16:26.042263 | step 000 Loss: 0.04124438762664795 
Epoch 4434 2024-05-11 00:16:51.859966 | step 000 Loss: 0.04160335659980774 
Epoch 4435 2024-05-11 00:17:17.679102 | step 000 Loss: 0.042295485734939575 
Epoch 4436 2024-05-11 00:17:43.498650 | step 000 Loss: 0.04166165739297867 
Epoch 4437 2024-05-11 00:18:09.315207 | step 000 Loss: 0.042670413851737976 
Epoch 4438 2024-05-11 00:18:35.129300 | step 000 Loss: 0.0415668822824955 
Epoch 4439 2024-05-11 00:19:00.941960 | step 000 Loss: 0.04261884093284607 
Epoch 4440 2024-05-11 00:19:26.756984 | step 000 Loss: 0.042705632746219635 
Epoch 4441 2024-05-11 00:19:52.573075 | step 000 Loss: 0.04205259680747986 
Epoch 4442 2024-05-11 00:20:18.384719 | step 000 Loss: 0.04259422421455383 
Epoch 4443 2024-05-11 00:20:44.198269 | step 000 Loss: 0.04209962487220764 
Epoch 4444 2024-05-11 00:21:10.012119 | step 000 Loss: 0.04248150438070297 
Epoch 4445 2024-05-11 00:21:35.827024 | step 000 Loss: 0.04241994395852089 
Epoch 4446 2024-05-11 00:22:01.643963 | step 000 Loss: 0.04264957830309868 
Epoch 4447 2024-05-11 00:22:27.457396 | step 000 Loss: 0.04268106818199158 
Epoch 4448 2024-05-11 00:22:53.273026 | step 000 Loss: 0.040856894105672836 
Epoch 4449 2024-05-11 00:23:19.084328 | step 000 Loss: 0.04196324571967125 
Epoch 4450 2024-05-11 00:23:44.900308 | step 000 Loss: 0.04305668920278549 
Epoch 4451 2024-05-11 00:24:10.715253 | step 000 Loss: 0.04222307354211807 
Epoch 4452 2024-05-11 00:24:36.530902 | step 000 Loss: 0.042791225016117096 
Epoch 4453 2024-05-11 00:25:02.344414 | step 000 Loss: 0.04245397448539734 
Epoch 4454 2024-05-11 00:25:28.158191 | step 000 Loss: 0.041690222918987274 
Epoch 4455 2024-05-11 00:25:53.971120 | step 000 Loss: 0.04128129407763481 
Epoch 4456 2024-05-11 00:26:19.785743 | step 000 Loss: 0.043473150581121445 
Epoch 4457 2024-05-11 00:26:45.600290 | step 000 Loss: 0.04202098399400711 
Epoch 4458 2024-05-11 00:27:11.410287 | step 000 Loss: 0.04095311462879181 
Epoch 4459 2024-05-11 00:27:37.224376 | step 000 Loss: 0.04279201477766037 
Epoch 4460 2024-05-11 00:28:03.039278 | step 000 Loss: 0.04266726225614548 
Epoch 4461 2024-05-11 00:28:28.854439 | step 000 Loss: 0.04117261618375778 
Epoch 4462 2024-05-11 00:28:54.670653 | step 000 Loss: 0.042129818350076675 
Epoch 4463 2024-05-11 00:29:20.486844 | step 000 Loss: 0.04150519520044327 
Epoch 4464 2024-05-11 00:29:46.301018 | step 000 Loss: 0.041441403329372406 
Epoch 4465 2024-05-11 00:30:12.119411 | step 000 Loss: 0.04057513177394867 
Epoch 4466 2024-05-11 00:30:37.935075 | step 000 Loss: 0.04340233653783798 
Epoch 4467 2024-05-11 00:31:03.753081 | step 000 Loss: 0.04080900549888611 
Epoch 4468 2024-05-11 00:31:29.576588 | step 000 Loss: 0.04205448925495148 
Epoch 4469 2024-05-11 00:31:55.391804 | step 000 Loss: 0.04040934890508652 
Epoch 4470 2024-05-11 00:32:21.208098 | step 000 Loss: 0.04280222952365875 
Epoch 4471 2024-05-11 00:32:47.020811 | step 000 Loss: 0.04231361672282219 
Epoch 4472 2024-05-11 00:33:12.830596 | step 000 Loss: 0.041499461978673935 
Epoch 4473 2024-05-11 00:33:38.644933 | step 000 Loss: 0.04217129945755005 
Epoch 4474 2024-05-11 00:34:04.463135 | step 000 Loss: 0.0421382337808609 
Epoch 4475 2024-05-11 00:34:30.279964 | step 000 Loss: 0.04185602813959122 
Epoch 4476 2024-05-11 00:34:56.096917 | step 000 Loss: 0.041754886507987976 
Epoch 4477 2024-05-11 00:35:21.912675 | step 000 Loss: 0.040983863174915314 
Epoch 4478 2024-05-11 00:35:47.729448 | step 000 Loss: 0.0410480722784996 
Epoch 4479 2024-05-11 00:36:13.534327 | step 000 Loss: 0.04359143227338791 
Epoch 4480 2024-05-11 00:36:39.405007 | step 000 Loss: 0.04147323966026306 
Epoch 4481 2024-05-11 00:37:05.213591 | step 000 Loss: 0.04167094826698303 
Epoch 4482 2024-05-11 00:37:31.019003 | step 000 Loss: 0.04250705987215042 
Epoch 4483 2024-05-11 00:37:56.828753 | step 000 Loss: 0.043405380100011826 
Epoch 4484 2024-05-11 00:38:22.640080 | step 000 Loss: 0.042134977877140045 
Epoch 4485 2024-05-11 00:38:48.452872 | step 000 Loss: 0.0425153411924839 
Epoch 4486 2024-05-11 00:39:14.265090 | step 000 Loss: 0.04186508059501648 
Epoch 4487 2024-05-11 00:39:40.077019 | step 000 Loss: 0.041192471981048584 
Epoch 4488 2024-05-11 00:40:05.885918 | step 000 Loss: 0.042675428092479706 
Epoch 4489 2024-05-11 00:40:31.700267 | step 000 Loss: 0.04275250434875488 
Epoch 4490 2024-05-11 00:40:57.514634 | step 000 Loss: 0.04208705201745033 
Epoch 4491 2024-05-11 00:41:23.328685 | step 000 Loss: 0.04284185543656349 
Epoch 4492 2024-05-11 00:41:49.140380 | step 000 Loss: 0.04229685664176941 
Epoch 4493 2024-05-11 00:42:14.951394 | step 000 Loss: 0.04234812408685684 
Epoch 4494 2024-05-11 00:42:40.768294 | step 000 Loss: 0.041360922157764435 
Epoch 4495 2024-05-11 00:43:06.582932 | step 000 Loss: 0.04176252335309982 
Epoch 4496 2024-05-11 00:43:32.400390 | step 000 Loss: 0.040651723742485046 
Epoch 4497 2024-05-11 00:43:58.217388 | step 000 Loss: 0.04155880957841873 
Epoch 4498 2024-05-11 00:44:24.034799 | step 000 Loss: 0.04116451367735863 
Epoch 4499 2024-05-11 00:44:49.853072 | step 000 Loss: 0.04206889867782593 
Epoch 4500 2024-05-11 00:45:15.668418 | step 000 Loss: 0.0426311157643795 
Epoch 4501 2024-05-11 00:45:41.741725 | step 000 Loss: 0.040711045265197754 
Epoch 4502 2024-05-11 00:46:07.558779 | step 000 Loss: 0.04166188836097717 
Epoch 4503 2024-05-11 00:46:33.366530 | step 000 Loss: 0.043325550854206085 
Epoch 4504 2024-05-11 00:46:59.181611 | step 000 Loss: 0.04233071580529213 
Epoch 4505 2024-05-11 00:47:24.999330 | step 000 Loss: 0.044067878276109695 
Epoch 4506 2024-05-11 00:47:50.820290 | step 000 Loss: 0.043469857424497604 
Epoch 4507 2024-05-11 00:48:16.638178 | step 000 Loss: 0.04054972529411316 
Epoch 4508 2024-05-11 00:48:42.452229 | step 000 Loss: 0.0422443225979805 
Epoch 4509 2024-05-11 00:49:08.273142 | step 000 Loss: 0.04305822402238846 
Epoch 4510 2024-05-11 00:49:34.088867 | step 000 Loss: 0.04104771837592125 
Epoch 4511 2024-05-11 00:49:59.904282 | step 000 Loss: 0.04294423758983612 
Epoch 4512 2024-05-11 00:50:25.715659 | step 000 Loss: 0.04324723780155182 
Epoch 4513 2024-05-11 00:50:51.526541 | step 000 Loss: 0.040531594306230545 
Epoch 4514 2024-05-11 00:51:17.340627 | step 000 Loss: 0.04140665382146835 
Epoch 4515 2024-05-11 00:51:43.152495 | step 000 Loss: 0.041700154542922974 
Epoch 4516 2024-05-11 00:52:08.966286 | step 000 Loss: 0.042735062539577484 
Epoch 4517 2024-05-11 00:52:34.782181 | step 000 Loss: 0.04004064202308655 
Epoch 4518 2024-05-11 00:53:00.597122 | step 000 Loss: 0.04318619892001152 
Epoch 4519 2024-05-11 00:53:26.409899 | step 000 Loss: 0.04127953574061394 
Epoch 4520 2024-05-11 00:53:52.225322 | step 000 Loss: 0.04058166965842247 
Epoch 4521 2024-05-11 00:54:18.039265 | step 000 Loss: 0.04255290701985359 
Epoch 4522 2024-05-11 00:54:43.856748 | step 000 Loss: 0.04094061627984047 
Epoch 4523 2024-05-11 00:55:09.673509 | step 000 Loss: 0.04144851118326187 
Epoch 4524 2024-05-11 00:55:35.496516 | step 000 Loss: 0.04272580146789551 
Epoch 4525 2024-05-11 00:56:01.314435 | step 000 Loss: 0.040882665663957596 
Epoch 4526 2024-05-11 00:56:27.137262 | step 000 Loss: 0.04188553988933563 
Epoch 4527 2024-05-11 00:56:52.961273 | step 000 Loss: 0.04195399582386017 
Epoch 4528 2024-05-11 00:57:18.783689 | step 000 Loss: 0.04038121551275253 
Epoch 4529 2024-05-11 00:57:44.602692 | step 000 Loss: 0.04104209691286087 
Epoch 4530 2024-05-11 00:58:10.416243 | step 000 Loss: 0.042634543031454086 
Epoch 4531 2024-05-11 00:58:36.229905 | step 000 Loss: 0.041388362646102905 
Epoch 4532 2024-05-11 00:59:02.044435 | step 000 Loss: 0.04358178377151489 
Epoch 4533 2024-05-11 00:59:27.858790 | step 000 Loss: 0.042190760374069214 
Epoch 4534 2024-05-11 00:59:53.674704 | step 000 Loss: 0.04130057990550995 
Epoch 4535 2024-05-11 01:00:19.492140 | step 000 Loss: 0.04132811725139618 
Epoch 4536 2024-05-11 01:00:45.306679 | step 000 Loss: 0.04026138782501221 
Epoch 4537 2024-05-11 01:01:11.118475 | step 000 Loss: 0.044057417660951614 
Epoch 4538 2024-05-11 01:01:36.932549 | step 000 Loss: 0.04129010811448097 
Epoch 4539 2024-05-11 01:02:02.748265 | step 000 Loss: 0.040849268436431885 
Epoch 4540 2024-05-11 01:02:28.566331 | step 000 Loss: 0.04316139966249466 
Epoch 4541 2024-05-11 01:02:54.385040 | step 000 Loss: 0.04143061116337776 
Epoch 4542 2024-05-11 01:03:20.204141 | step 000 Loss: 0.041539691388607025 
Epoch 4543 2024-05-11 01:03:46.022973 | step 000 Loss: 0.041938416659832 
Epoch 4544 2024-05-11 01:04:11.841056 | step 000 Loss: 0.04245872050523758 
Epoch 4545 2024-05-11 01:04:37.661508 | step 000 Loss: 0.04175226017832756 
Epoch 4546 2024-05-11 01:05:03.484198 | step 000 Loss: 0.0418754406273365 
Epoch 4547 2024-05-11 01:05:29.303200 | step 000 Loss: 0.04109115153551102 
Epoch 4548 2024-05-11 01:05:55.123104 | step 000 Loss: 0.04144186154007912 
Epoch 4549 2024-05-11 01:06:20.942494 | step 000 Loss: 0.04156465455889702 
Epoch 4550 2024-05-11 01:06:46.757613 | step 000 Loss: 0.042597658932209015 
Epoch 4551 2024-05-11 01:07:12.572653 | step 000 Loss: 0.041064366698265076 
Epoch 4552 2024-05-11 01:07:38.393677 | step 000 Loss: 0.04228312894701958 
Epoch 4553 2024-05-11 01:08:04.208095 | step 000 Loss: 0.041821226477622986 
Epoch 4554 2024-05-11 01:08:30.023031 | step 000 Loss: 0.04001408815383911 
Epoch 4555 2024-05-11 01:08:55.842499 | step 000 Loss: 0.041367895901203156 
Epoch 4556 2024-05-11 01:09:21.661103 | step 000 Loss: 0.0426638200879097 
Epoch 4557 2024-05-11 01:09:47.477335 | step 000 Loss: 0.0404120534658432 
Epoch 4558 2024-05-11 01:10:13.291962 | step 000 Loss: 0.04079579561948776 
Epoch 4559 2024-05-11 01:10:39.102229 | step 000 Loss: 0.0415668785572052 
Epoch 4560 2024-05-11 01:11:04.914755 | step 000 Loss: 0.041237786412239075 
Epoch 4561 2024-05-11 01:11:30.723576 | step 000 Loss: 0.041333720088005066 
Epoch 4562 2024-05-11 01:11:56.534386 | step 000 Loss: 0.041801564395427704 
Epoch 4563 2024-05-11 01:12:22.343396 | step 000 Loss: 0.041654959321022034 
Epoch 4564 2024-05-11 01:12:48.159370 | step 000 Loss: 0.04248198866844177 
Epoch 4565 2024-05-11 01:13:13.969157 | step 000 Loss: 0.04328981414437294 
Epoch 4566 2024-05-11 01:13:39.784225 | step 000 Loss: 0.040634144097566605 
Epoch 4567 2024-05-11 01:14:05.599556 | step 000 Loss: 0.04296460375189781 
Epoch 4568 2024-05-11 01:14:31.415065 | step 000 Loss: 0.0421757698059082 
Epoch 4569 2024-05-11 01:14:57.231433 | step 000 Loss: 0.04103546217083931 
Epoch 4570 2024-05-11 01:15:23.045837 | step 000 Loss: 0.042736027389764786 
Epoch 4571 2024-05-11 01:15:48.861863 | step 000 Loss: 0.04069845378398895 
Epoch 4572 2024-05-11 01:16:14.679729 | step 000 Loss: 0.04218054190278053 
Epoch 4573 2024-05-11 01:16:40.501997 | step 000 Loss: 0.04249938577413559 
Epoch 4574 2024-05-11 01:17:06.323628 | step 000 Loss: 0.04355807229876518 
Epoch 4575 2024-05-11 01:17:32.143338 | step 000 Loss: 0.04077900946140289 
Epoch 4576 2024-05-11 01:17:57.964814 | step 000 Loss: 0.04047071933746338 
Epoch 4577 2024-05-11 01:18:23.791734 | step 000 Loss: 0.04171955958008766 
Epoch 4578 2024-05-11 01:18:49.616428 | step 000 Loss: 0.043919116258621216 
Epoch 4579 2024-05-11 01:19:15.435321 | step 000 Loss: 0.04280991852283478 
Epoch 4580 2024-05-11 01:19:41.252156 | step 000 Loss: 0.04384569078683853 
Epoch 4581 2024-05-11 01:20:07.067505 | step 000 Loss: 0.043232738971710205 
Epoch 4582 2024-05-11 01:20:32.888384 | step 000 Loss: 0.04240947216749191 
Epoch 4583 2024-05-11 01:20:58.708766 | step 000 Loss: 0.04132417216897011 
Epoch 4584 2024-05-11 01:21:24.523242 | step 000 Loss: 0.04226670414209366 
Epoch 4585 2024-05-11 01:21:50.342854 | step 000 Loss: 0.04241640120744705 
Epoch 4586 2024-05-11 01:22:16.161685 | step 000 Loss: 0.04334822669625282 
Epoch 4587 2024-05-11 01:22:41.980639 | step 000 Loss: 0.040843430906534195 
Epoch 4588 2024-05-11 01:23:07.798248 | step 000 Loss: 0.04269599914550781 
Epoch 4589 2024-05-11 01:23:33.623555 | step 000 Loss: 0.04100954160094261 
Epoch 4590 2024-05-11 01:23:59.444496 | step 000 Loss: 0.04313040152192116 
Epoch 4591 2024-05-11 01:24:25.262899 | step 000 Loss: 0.04212047904729843 
Epoch 4592 2024-05-11 01:24:51.086192 | step 000 Loss: 0.04120694845914841 
Epoch 4593 2024-05-11 01:25:16.904295 | step 000 Loss: 0.04071216285228729 
Epoch 4594 2024-05-11 01:25:42.724708 | step 000 Loss: 0.04135003685951233 
Epoch 4595 2024-05-11 01:26:08.553063 | step 000 Loss: 0.041155099868774414 
Epoch 4596 2024-05-11 01:26:34.373387 | step 000 Loss: 0.042516134679317474 
Epoch 4597 2024-05-11 01:27:00.192938 | step 000 Loss: 0.041772037744522095 
Epoch 4598 2024-05-11 01:27:26.014996 | step 000 Loss: 0.04205213487148285 
Epoch 4599 2024-05-11 01:27:51.837083 | step 000 Loss: 0.04134044051170349 
Epoch 4600 2024-05-11 01:28:17.657513 | step 000 Loss: 0.041566748172044754 
Epoch 4601 2024-05-11 01:28:43.735499 | step 000 Loss: 0.04261261224746704 
Epoch 4602 2024-05-11 01:29:09.560027 | step 000 Loss: 0.041222117841243744 
Epoch 4603 2024-05-11 01:29:35.384485 | step 000 Loss: 0.04086669534444809 
Epoch 4604 2024-05-11 01:30:01.207294 | step 000 Loss: 0.04206077754497528 
Epoch 4605 2024-05-11 01:30:27.027995 | step 000 Loss: 0.04189419001340866 
Epoch 4606 2024-05-11 01:30:52.853430 | step 000 Loss: 0.04126466065645218 
Epoch 4607 2024-05-11 01:31:18.677392 | step 000 Loss: 0.042369451373815536 
Epoch 4608 2024-05-11 01:31:44.499443 | step 000 Loss: 0.04114743694663048 
Epoch 4609 2024-05-11 01:32:10.320407 | step 000 Loss: 0.04194324463605881 
Epoch 4610 2024-05-11 01:32:36.144343 | step 000 Loss: 0.043766364455223083 
Epoch 4611 2024-05-11 01:33:01.969257 | step 000 Loss: 0.04275971278548241 
Epoch 4612 2024-05-11 01:33:27.793352 | step 000 Loss: 0.041173357516527176 
Epoch 4613 2024-05-11 01:33:53.617773 | step 000 Loss: 0.04119303822517395 
Epoch 4614 2024-05-11 01:34:19.441002 | step 000 Loss: 0.04090369865298271 
Epoch 4615 2024-05-11 01:34:45.267092 | step 000 Loss: 0.040757860988378525 
Epoch 4616 2024-05-11 01:35:11.087008 | step 000 Loss: 0.04193228855729103 
Epoch 4617 2024-05-11 01:35:36.909408 | step 000 Loss: 0.04147331044077873 
Epoch 4618 2024-05-11 01:36:02.733395 | step 000 Loss: 0.041378580033779144 
Epoch 4619 2024-05-11 01:36:28.556065 | step 000 Loss: 0.042374368757009506 
Epoch 4620 2024-05-11 01:36:54.380660 | step 000 Loss: 0.04345426708459854 
Epoch 4621 2024-05-11 01:37:20.209191 | step 000 Loss: 0.04164556786417961 
Epoch 4622 2024-05-11 01:37:46.032862 | step 000 Loss: 0.04137904942035675 
Epoch 4623 2024-05-11 01:38:11.857332 | step 000 Loss: 0.04014774411916733 
Epoch 4624 2024-05-11 01:38:37.682421 | step 000 Loss: 0.04106990993022919 
Epoch 4625 2024-05-11 01:39:03.505362 | step 000 Loss: 0.04213526472449303 
Epoch 4626 2024-05-11 01:39:29.328982 | step 000 Loss: 0.04211337864398956 
Epoch 4627 2024-05-11 01:39:55.154984 | step 000 Loss: 0.042234115302562714 
Epoch 4628 2024-05-11 01:40:20.978090 | step 000 Loss: 0.04048340767621994 
Epoch 4629 2024-05-11 01:40:46.804585 | step 000 Loss: 0.041159532964229584 
Epoch 4630 2024-05-11 01:41:12.629850 | step 000 Loss: 0.04131362587213516 
Epoch 4631 2024-05-11 01:41:38.452586 | step 000 Loss: 0.04179023578763008 
Epoch 4632 2024-05-11 01:42:04.273992 | step 000 Loss: 0.04169989377260208 
Epoch 4633 2024-05-11 01:42:30.094225 | step 000 Loss: 0.04218288138508797 
Epoch 4634 2024-05-11 01:42:55.913302 | step 000 Loss: 0.042675603181123734 
Epoch 4635 2024-05-11 01:43:21.737167 | step 000 Loss: 0.04201202094554901 
Epoch 4636 2024-05-11 01:43:47.565432 | step 000 Loss: 0.04268932342529297 
Epoch 4637 2024-05-11 01:44:13.395063 | step 000 Loss: 0.042153432965278625 
Epoch 4638 2024-05-11 01:44:39.227549 | step 000 Loss: 0.041541099548339844 
Epoch 4639 2024-05-11 01:45:05.051361 | step 000 Loss: 0.04111610725522041 
Epoch 4640 2024-05-11 01:45:30.868678 | step 000 Loss: 0.04060033708810806 
Epoch 4641 2024-05-11 01:45:56.686713 | step 000 Loss: 0.04180539771914482 
Epoch 4642 2024-05-11 01:46:22.508410 | step 000 Loss: 0.04143263399600983 
Epoch 4643 2024-05-11 01:46:48.326317 | step 000 Loss: 0.04167207330465317 
Epoch 4644 2024-05-11 01:47:14.147727 | step 000 Loss: 0.0413038469851017 
Epoch 4645 2024-05-11 01:47:39.964983 | step 000 Loss: 0.04229447618126869 
Epoch 4646 2024-05-11 01:48:05.782719 | step 000 Loss: 0.041489291936159134 
Epoch 4647 2024-05-11 01:48:31.598728 | step 000 Loss: 0.04086118936538696 
Epoch 4648 2024-05-11 01:48:57.418265 | step 000 Loss: 0.04363389313220978 
Epoch 4649 2024-05-11 01:49:23.243277 | step 000 Loss: 0.04150612652301788 
Epoch 4650 2024-05-11 01:49:49.062013 | step 000 Loss: 0.04295238479971886 
Epoch 4651 2024-05-11 01:50:14.882858 | step 000 Loss: 0.03988093137741089 
Epoch 4652 2024-05-11 01:50:40.703412 | step 000 Loss: 0.042694829404354095 
Epoch 4653 2024-05-11 01:51:06.521453 | step 000 Loss: 0.04334665462374687 
Epoch 4654 2024-05-11 01:51:32.342809 | step 000 Loss: 0.04168107360601425 
Epoch 4655 2024-05-11 01:51:58.168091 | step 000 Loss: 0.04233821853995323 
Epoch 4656 2024-05-11 01:52:23.988947 | step 000 Loss: 0.04263032227754593 
Epoch 4657 2024-05-11 01:52:49.810316 | step 000 Loss: 0.04082652926445007 
Epoch 4658 2024-05-11 01:53:15.632955 | step 000 Loss: 0.04185465723276138 
Epoch 4659 2024-05-11 01:53:41.452923 | step 000 Loss: 0.041943758726119995 
Epoch 4660 2024-05-11 01:54:07.275761 | step 000 Loss: 0.04046904668211937 
Epoch 4661 2024-05-11 01:54:33.104084 | step 000 Loss: 0.04137064889073372 
Epoch 4662 2024-05-11 01:54:58.921288 | step 000 Loss: 0.04150767624378204 
Epoch 4663 2024-05-11 01:55:24.738652 | step 000 Loss: 0.04058307409286499 
Epoch 4664 2024-05-11 01:55:50.560304 | step 000 Loss: 0.04068465530872345 
Epoch 4665 2024-05-11 01:56:16.378228 | step 000 Loss: 0.042492084205150604 
Epoch 4666 2024-05-11 01:56:42.193878 | step 000 Loss: 0.043381012976169586 
Epoch 4667 2024-05-11 01:57:08.009963 | step 000 Loss: 0.04288201779127121 
Epoch 4668 2024-05-11 01:57:33.834357 | step 000 Loss: 0.04171366989612579 
Epoch 4669 2024-05-11 01:57:59.654359 | step 000 Loss: 0.04128250479698181 
Epoch 4670 2024-05-11 01:58:25.473100 | step 000 Loss: 0.041107915341854095 
Epoch 4671 2024-05-11 01:58:51.290495 | step 000 Loss: 0.04150710254907608 
Epoch 4672 2024-05-11 01:59:17.112421 | step 000 Loss: 0.04161704331636429 
Epoch 4673 2024-05-11 01:59:42.938584 | step 000 Loss: 0.041078872978687286 
Epoch 4674 2024-05-11 02:00:08.760933 | step 000 Loss: 0.042604751884937286 
Epoch 4675 2024-05-11 02:00:34.584628 | step 000 Loss: 0.04160387068986893 
Epoch 4676 2024-05-11 02:01:00.404962 | step 000 Loss: 0.04104724898934364 
Epoch 4677 2024-05-11 02:01:26.232018 | step 000 Loss: 0.04015039652585983 
Epoch 4678 2024-05-11 02:01:52.059096 | step 000 Loss: 0.04216599464416504 
Epoch 4679 2024-05-11 02:02:17.884587 | step 000 Loss: 0.04093318432569504 
Epoch 4680 2024-05-11 02:02:43.709220 | step 000 Loss: 0.04138632491230965 
Epoch 4681 2024-05-11 02:03:09.529818 | step 000 Loss: 0.041648440062999725 
Epoch 4682 2024-05-11 02:03:35.352482 | step 000 Loss: 0.04049421101808548 
Epoch 4683 2024-05-11 02:04:01.175211 | step 000 Loss: 0.04224523901939392 
Epoch 4684 2024-05-11 02:04:26.999942 | step 000 Loss: 0.04111921042203903 
Epoch 4685 2024-05-11 02:04:52.817843 | step 000 Loss: 0.04165229573845863 
Epoch 4686 2024-05-11 02:05:18.639221 | step 000 Loss: 0.041267942637205124 
Epoch 4687 2024-05-11 02:05:44.461009 | step 000 Loss: 0.04115604609251022 
Epoch 4688 2024-05-11 02:06:10.286915 | step 000 Loss: 0.04231920465826988 
Epoch 4689 2024-05-11 02:06:36.115612 | step 000 Loss: 0.04123804345726967 
Epoch 4690 2024-05-11 02:07:01.942558 | step 000 Loss: 0.04182298481464386 
Epoch 4691 2024-05-11 02:07:27.775149 | step 000 Loss: 0.04175245761871338 
Epoch 4692 2024-05-11 02:07:53.598503 | step 000 Loss: 0.041274137794971466 
Epoch 4693 2024-05-11 02:08:19.417889 | step 000 Loss: 0.04239286482334137 
Epoch 4694 2024-05-11 02:08:45.243978 | step 000 Loss: 0.042512211948633194 
Epoch 4695 2024-05-11 02:09:11.075816 | step 000 Loss: 0.04281247407197952 
Epoch 4696 2024-05-11 02:09:36.908643 | step 000 Loss: 0.04099220409989357 
Epoch 4697 2024-05-11 02:10:02.732019 | step 000 Loss: 0.041159700602293015 
Epoch 4698 2024-05-11 02:10:28.557078 | step 000 Loss: 0.04380985349416733 
Epoch 4699 2024-05-11 02:10:54.384422 | step 000 Loss: 0.0420575886964798 
Epoch 4700 2024-05-11 02:11:20.213256 | step 000 Loss: 0.04191476106643677 
Epoch 4701 2024-05-11 02:11:46.298767 | step 000 Loss: 0.042580701410770416 
Epoch 4702 2024-05-11 02:12:12.124182 | step 000 Loss: 0.04018351435661316 
Epoch 4703 2024-05-11 02:12:37.950532 | step 000 Loss: 0.041537899523973465 
Epoch 4704 2024-05-11 02:13:03.776465 | step 000 Loss: 0.041592787951231 
Epoch 4705 2024-05-11 02:13:29.597391 | step 000 Loss: 0.04213298112154007 
Epoch 4706 2024-05-11 02:13:55.421413 | step 000 Loss: 0.041523322463035583 
Epoch 4707 2024-05-11 02:14:21.245357 | step 000 Loss: 0.04061895236372948 
Epoch 4708 2024-05-11 02:14:47.074663 | step 000 Loss: 0.03953348100185394 
Epoch 4709 2024-05-11 02:15:12.900760 | step 000 Loss: 0.043089207261800766 
Epoch 4710 2024-05-11 02:15:38.729301 | step 000 Loss: 0.042445797473192215 
Epoch 4711 2024-05-11 02:16:04.556964 | step 000 Loss: 0.04297797381877899 
Epoch 4712 2024-05-11 02:16:30.380759 | step 000 Loss: 0.042227283120155334 
Epoch 4713 2024-05-11 02:16:56.205984 | step 000 Loss: 0.039779916405677795 
Epoch 4714 2024-05-11 02:17:22.026688 | step 000 Loss: 0.041234251111745834 
Epoch 4715 2024-05-11 02:17:47.848184 | step 000 Loss: 0.044112734496593475 
Epoch 4716 2024-05-11 02:18:13.668105 | step 000 Loss: 0.042513053864240646 
Epoch 4717 2024-05-11 02:18:39.490816 | step 000 Loss: 0.041730426251888275 
Epoch 4718 2024-05-11 02:19:05.312242 | step 000 Loss: 0.04081065207719803 
Epoch 4719 2024-05-11 02:19:31.133283 | step 000 Loss: 0.041405126452445984 
Epoch 4720 2024-05-11 02:19:56.955765 | step 000 Loss: 0.04118867963552475 
Epoch 4721 2024-05-11 02:20:22.775890 | step 000 Loss: 0.042420536279678345 
Epoch 4722 2024-05-11 02:20:48.590874 | step 000 Loss: 0.042291924357414246 
Epoch 4723 2024-05-11 02:21:14.410038 | step 000 Loss: 0.041826240718364716 
Epoch 4724 2024-05-11 02:21:40.227557 | step 000 Loss: 0.042033374309539795 
Epoch 4725 2024-05-11 02:22:06.046200 | step 000 Loss: 0.04232538864016533 
Epoch 4726 2024-05-11 02:22:31.866200 | step 000 Loss: 0.042525604367256165 
Epoch 4727 2024-05-11 02:22:57.684082 | step 000 Loss: 0.039909057319164276 
Epoch 4728 2024-05-11 02:23:23.503424 | step 000 Loss: 0.04196585714817047 
Epoch 4729 2024-05-11 02:23:49.327368 | step 000 Loss: 0.04185625910758972 
Epoch 4730 2024-05-11 02:24:15.150819 | step 000 Loss: 0.04249022156000137 
